"","species","lat","lon","Pb"
"503","Pyrus bourgaeana",37.929076,-7.080645,1
"504","Pyrus bourgaeana",36.63549,-4.90721,1
"505","Pyrus bourgaeana",37.862793,-6.914671,1
"506","Pyrus bourgaeana",40.687,-4,1
"507","Pyrus bourgaeana",36.041906,-5.566722,1
"508","Pyrus bourgaeana",37.866666,-7.168954,1
"509","Pyrus bourgaeana",37.859113,-7.148715,1
"510","Pyrus bourgaeana",40.687,-4.047,1
"511","Pyrus bourgaeana",38.025513,-4.573351,1
"512","Pyrus bourgaeana",38.035917,-4.593787,1
"513","Pyrus bourgaeana",38.83,-3.9,1
"514","Pyrus bourgaeana",38.78,-6.87,1
"515","Pyrus bourgaeana",38.324114,-4.260952,1
"516","Pyrus bourgaeana",38.325262,-4.264759,1
"517","Pyrus bourgaeana",38.328967,-4.268884,1
"518","Pyrus bourgaeana",38.315033,-4.249654,1
"519","Pyrus bourgaeana",38.070446,-6.738104,1
"520","Pyrus bourgaeana",37.913002,-6.789012,1
"521","Pyrus bourgaeana",38.087534,-6.947816,1
"522","Pyrus bourgaeana",38.534202,-4.386292,1
"523","Pyrus bourgaeana",38.438081,-4.320331,1
"524","Pyrus bourgaeana",37.991641,-6.920037,1
"525","Pyrus bourgaeana",37.874291,-6.649244,1
"526","Pyrus bourgaeana",37.894275,-6.783686,1
"527","Pyrus bourgaeana",38.003938,-6.654221,1
"528","Pyrus bourgaeana",37.853695,-6.647591,1
"529","Pyrus bourgaeana",37.996152,-6.617065,1
"530","Pyrus bourgaeana",37.970851,-6.727649,1
"531","Pyrus bourgaeana",38.033034,-6.37579,1
"532","Pyrus bourgaeana",38.6098,-4.6666,1
"533","Pyrus bourgaeana",38.33,-6.76,1
"534","Pyrus bourgaeana",37.813524,-6.33576,1
"535","Pyrus bourgaeana",37.774371,-6.343011,1
"536","Pyrus bourgaeana",38.014054,-6.377594,1
"537","Pyrus bourgaeana",38.018313,-6.373918,1
"538","Pyrus bourgaeana",37.908477,-5.822775,1
"539","Pyrus bourgaeana",38.4899,-4.1479,1
"540","Pyrus bourgaeana",37.944465,-6.312505,1
"541","Pyrus bourgaeana",37.970561,-6.376885,1
"542","Pyrus bourgaeana",37.954605,-6.372194,1
"543","Pyrus bourgaeana",37.895493,-6.282181,1
"544","Pyrus bourgaeana",37.807033,-5.830151,1
"545","Pyrus bourgaeana",37.947907,-6.278074,1
"546","Pyrus bourgaeana",37.901381,-6.429793,1
"547","Pyrus bourgaeana",37.839741,-6.133542,1
"548","Pyrus bourgaeana",37.843507,-6.180215,1
"549","Pyrus bourgaeana",37.973888,-5.876101,1
"550","Pyrus bourgaeana",37.964965,-6.04512,1
"551","Pyrus bourgaeana",37.965912,-6.014681,1
"552","Pyrus bourgaeana",36.93,-4.78,1
"553","Pyrus bourgaeana",37.917601,-6.62954,1
"554","Pyrus bourgaeana",37.885394,-6.430574,1
"555","Pyrus bourgaeana",37.896291,-6.435037,1
"556","Pyrus bourgaeana",37.840339,-5.443859,1
"557","Pyrus bourgaeana",37.84,-5.24,1
"558","Pyrus bourgaeana",37.826183,-5.544646,1
"559","Pyrus bourgaeana",37.991383,-5.556868,1
"560","Pyrus bourgaeana",38.056248,-5.776504,1
"561","Pyrus bourgaeana",40.2243,-4.541,1
"562","Pyrus bourgaeana",41.8718,-6.0371,1
"563","Pyrus bourgaeana",36.14,-5.58,1
"564","Pyrus bourgaeana",38.11497,-5.853447,1
"565","Pyrus bourgaeana",41.9374,-6.5286,1
"566","Pyrus bourgaeana",36.273884,-5.297596,1
"567","Pyrus bourgaeana",37.927433,-4.954627,1
"568","Pyrus bourgaeana",37.927405,-4.954672,1
"569","Pyrus bourgaeana",40.3623,-4.3086,1
"570","Pyrus bourgaeana",37.157,-5.157,1
"571","Pyrus bourgaeana",37.7153,-7.0599,1
"574","Pyrus bourgaeana",39.1007,-4.9672,1
"575","Pyrus bourgaeana",37.899607,-5.295606,1
"576","Pyrus bourgaeana",37.881317,-5.276415,1
"577","Pyrus bourgaeana",38.1483,-4.0512,1
"578","Pyrus bourgaeana",36.8,-5.41,1
"579","Pyrus bourgaeana",37.909165,-5.298075,1
"580","Pyrus bourgaeana",38.5,-2.52,1
"581","Pyrus bourgaeana",36.79,-5.4,1
"582","Pyrus bourgaeana",38.37,-4.63,1
"583","Pyrus bourgaeana",40.77,-3.37,1
"584","Pyrus bourgaeana",40.771999,-3.373,1
"585","Pyrus bourgaeana",37.918306,-5.040076,1
"586","Pyrus bourgaeana",37.920552,-5.258628,1
"587","Pyrus bourgaeana",37.862187,-5.20581,1
"588","Pyrus bourgaeana",37.88733,-5.201875,1
"590","Pyrus bourgaeana",40.7655,-3.3804,1
"592","Pyrus bourgaeana",38.62,-4.09,1
"593","Pyrus bourgaeana",37.97695,-5.396359,1
"594","Pyrus bourgaeana",37.968876,-5.404292,1
"595","Pyrus bourgaeana",37.908314,-5.382132,1
"596","Pyrus bourgaeana",37.895981,-5.009347,1
"597","Pyrus bourgaeana",37.923737,-5.02984,1
"598","Pyrus bourgaeana",38.61,-4.11,1
"599","Pyrus bourgaeana",38.17,-3.8,1
"600","Pyrus bourgaeana",39.02,-4.42,1
"601","Pyrus bourgaeana",36.518,-5.596,1
"602","Pyrus bourgaeana",38.41,-4.5,1
"603","Pyrus bourgaeana",36.951927,-4.542538,1
"604","Pyrus bourgaeana",38.69,-5.13,1
"605","Pyrus bourgaeana",38.43,-5,1
"606","Pyrus bourgaeana",38.51,-5.47,1
"607","Pyrus bourgaeana",38.61,-4.9,1
"610","Pyrus bourgaeana",36.518,-5.608,1
"611","Pyrus bourgaeana",38.23,-4.3,1
"612","Pyrus bourgaeana",38.23,-4.98,1
"613","Pyrus bourgaeana",38.05,-4.41,1
"614","Pyrus bourgaeana",38.44,-4.2,1
"615","Pyrus bourgaeana",37.8098,-3.4102,1
"616","Pyrus bourgaeana",38.15,-5.34,1
"617","Pyrus bourgaeana",37.004307,-6.432102,1
"618","Pyrus bourgaeana",36.16,-5.5,1
"619","Pyrus bourgaeana",37.69,-5.89,1
"620","Pyrus bourgaeana",40.029999,-6.01,1
"622","Pyrus bourgaeana",38.7,-6.1,1
"623","Pyrus bourgaeana",38.5,-6.7,1
"624","Pyrus bourgaeana",38.3,-6.8,1
"625","Pyrus bourgaeana",38.4,-6.5,1
"626","Pyrus bourgaeana",38.4,-6.6,1
"627","Pyrus bourgaeana",38.5,-6.6,1
"628","Pyrus bourgaeana",39.4,-6.8,1
"629","Pyrus bourgaeana",38.6,-5.4,1
"630","Pyrus bourgaeana",42.970001,-6.92,1
"631","Pyrus bourgaeana",36.799999,-5.4,1
"633","Pyrus bourgaeana",40.119999,-6.61,1
"634","Pyrus bourgaeana",40.27,-7,1
"635","Pyrus bourgaeana",40.209999,-6.85,1
"636","Pyrus bourgaeana",40.060001,-5.77,1
"637","Pyrus bourgaeana",40.630001,-6.07,1
"638","Pyrus bourgaeana",38.619999,-4.13,1
"639","Pyrus bourgaeana",38.599998,-4.02,1
"640","Pyrus bourgaeana",38.450001,-4.28,1
"641","Pyrus bourgaeana",37.706,-6.34,1
"642","Pyrus bourgaeana",40.77,-3.38,1
"643","Pyrus bourgaeana",38.6087921901123,-2.74115844662118,1
"644","Pyrus bourgaeana",38.2587766183864,-3.63116949619607,1
"645","Pyrus bourgaeana",38.3487793881359,-3.52116891918704,1
"646","Pyrus bourgaeana",38.3487735018907,-4.09117960974757,1
"647","Pyrus bourgaeana",38.2587731116605,-3.97117586816051,1
"650","Pyrus bourgaeana",38.3687734509213,-4.13118069085247,1
"652","Pyrus bourgaeana",38.2587707323818,-4.20118016022659,1
"653","Pyrus bourgaeana",38.3487900356891,-2.48114918120336,1
"654","Pyrus bourgaeana",36.6187313809849,-5.29117358347819,1
"655","Pyrus bourgaeana",36.5187263844197,-5.62117795110898,1
"657","Pyrus bourgaeana",36.6987238362998,-6.15119028254355,1
"658","Pyrus bourgaeana",36.1687231586018,-5.39116835810115,1
"659","Pyrus bourgaeana",36.7887282929503,-5.86118653272964,1
"661","Pyrus bourgaeana",36.0687193487737,-5.61117075567339,1
"662","Pyrus bourgaeana",36.4287249404801,-5.62117653756571,1
"663","Pyrus bourgaeana",36.3387212530994,-5.84117906603324,1
"664","Pyrus bourgaeana",36.1587218810372,-5.50117017768633,1
"667","Pyrus bourgaeana",37.5287273374419,-7.13122118386162,1
"668","Pyrus bourgaeana",37.8787370156827,-6.78122082630495,1
"669","Pyrus bourgaeana",37.878739337854,-6.56121689811003,1
"670","Pyrus bourgaeana",37.148727894734,-6.47120322802897,1
"671","Pyrus bourgaeana",37.3287321535186,-6.35120402617808,1
"672","Pyrus bourgaeana",37.8687404290309,-6.44121458185719,1
"673","Pyrus bourgaeana",37.8687415868749,-6.33121260874803,1
"674","Pyrus bourgaeana",37.8787381773597,-6.67121886398444,1
"676","Pyrus bourgaeana",37.9687385768608,-6.78122234278801,1
"677","Pyrus bourgaeana",37.6887384790222,-6.33120960657244,1
"678","Pyrus bourgaeana",37.9587455733211,-6.10120997799,1
"681","Pyrus bourgaeana",37.0687385856053,-5.31118109845279,1
"682","Pyrus bourgaeana",37.418738573305,-5.88119706808507,1
"683","Pyrus bourgaeana",37.508736450376,-6.23120483547343,1
"684","Pyrus bourgaeana",38.0687591251422,-4.99119161020144,1
"686","Pyrus bourgaeana",38.3387662532205,-4.77119207541042,1
"687","Pyrus bourgaeana",38.4287654785038,-5.0011978378619,1
"688","Pyrus bourgaeana",37.7887530515681,-5.10118898568434,1
"689","Pyrus bourgaeana",39.1587871877283,-4.22119581162393,1
"690","Pyrus bourgaeana",39.5987919358508,-4.57121007713607,1
"692","Pyrus bourgaeana",40.0287836214125,-6.13124678705385,1
"693","Pyrus bourgaeana",39.6787729462697,-6.49124700421347,1
"694","Pyrus bourgaeana",40.1287792863184,-6.71125924083535,1
"696","Pyrus bourgaeana",40.2087859704502,-6.24125211733173,1
"697","Pyrus bourgaeana",40.0387787219379,-6.60125557601686,1
"698","Pyrus bourgaeana",40.1287817884779,-6.48125504175738,1
"701","Pyrus bourgaeana",40.3087876249201,-6.27125451928359,1
"702","Pyrus bourgaeana",39.4487698536544,-6.37124068094022,1
"703","Pyrus bourgaeana",39.6787823041651,-5.62123104941333,1
"704","Pyrus bourgaeana",39.4987706953759,-6.38124175877203,1
"706","Pyrus bourgaeana",39.6787834815434,-5.51122901603211,1
"708","Pyrus bourgaeana",39.4087652189618,-6.73124649707542,1
"709","Pyrus bourgaeana",40.0287877230802,-5.75123978092709,1
"710","Pyrus bourgaeana",41.5588155506071,-6.06127442192372,1
"711","Pyrus bourgaeana",41.5588142270602,-6.18127666327671,1
"712","Pyrus bourgaeana",41.4788217603107,-5.34125933163198,1
"713","Pyrus bourgaeana",41.5588181927461,-5.82126992580814,1
"714","Pyrus bourgaeana",41.8688221558645,-6.06128052036249,1
"715","Pyrus bourgaeana",41.8688227090083,-6.01127958196274,1
"716","Pyrus bourgaeana",39.1387758493725,-5.26121484030272,1
"717","Pyrus bourgaeana",39.2287788180183,-5.14121419403714,1
"720","Pyrus bourgaeana",38.6187784438466,-4.09118414446321,1
"721","Pyrus bourgaeana",40.058826686513,-2.12117124096525,1
"727","Pyrus bourgaeana",37.0587264045759,-6.47120176627885,1
"728","Pyrus bourgaeana",40.5088172353965,-3.89121353652068,1
"729","Pyrus bourgaeana",37.8687440039536,-6.10120847175517,1
"730","Pyrus bourgaeana",41.4988365100419,-4.02123449738067,1
"731","Pyrus bourgaeana",38.2787723361905,-4.08117825564983,1
"732","Pyrus bourgaeana",38.3687915229493,-2.37114740421937,1
"733","Pyrus bourgaeana",39.0187825516277,-4.41119695601717,1
"735","Pyrus bourgaeana",39.3487892327775,-4.37120193036208,1
"736","Pyrus bourgaeana",38.3987914653069,-2.43114904592361,1
"737","Pyrus bourgaeana",36.888734569141,-5.41118002922987,1
"738","Pyrus bourgaeana",36.6187302546374,-5.40117556830648,1
"739","Pyrus bourgaeana",39.4287899241201,-4.45120483186026,1
"741","Pyrus bourgaeana",36.7487341157363,-5.23117455111394,1
"742","Pyrus bourgaeana",40.0687996595592,-4.71122110757705,1
"743","Pyrus bourgaeana",40.0087986848706,-4.69121964902605,1
"744","Pyrus bourgaeana",40.038799278377,-4.69122018981769,1
"745","Pyrus bourgaeana",40.0988004681281,-4.69122127346871,1
"746","Pyrus bourgaeana",39.848783021283,-5.86123854105616,1
"747","Pyrus bourgaeana",38.3287450105244,-6.77122828701379,1
"748","Pyrus bourgaeana",38.4187503330917,-6.42122354498527,1
"749","Pyrus bourgaeana",37.8687485086861,-5.67120069620103,1
"751","Pyrus bourgaeana",39.8587777136124,-6.37124808242541,1
"753","Pyrus bourgaeana",38.4387751409916,-4.09118111571051,1
"754","Pyrus bourgaeana",38.0787687370919,-4.08117493887107,1
"755","Pyrus bourgaeana",37.7287421028361,-6.0512052395752,1
"756","Pyrus bourgaeana",38.0487459926776,-6.21121347349123,1
"757","Pyrus bourgaeana",38.6887677004676,-5.24120668501583,1
"758","Pyrus bourgaeana",38.1687703516645,-4.08117642805049,1
"759","Pyrus bourgaeana",39.0487570959221,-6.86124243320159,1
"760","Pyrus bourgaeana",40.158798026156,-5.0312287464325,1
"761","Pyrus bourgaeana",40.8487952041049,-6.57127018554825,1
"762","Pyrus bourgaeana",38.4487734550033,-4.2711846435178,1
"763","Pyrus bourgaeana",38.4287740248408,-4.18118262900229,1
"764","Pyrus bourgaeana",38.3987721286694,-4.31118454937018,1
"765","Pyrus bourgaeana",38.9787862963686,-3.98118820175035,1
"766","Pyrus bourgaeana",38.9287906590322,-3.47117771678118,1
"768","Pyrus bourgaeana",39.1587884449298,-4.10119355560299,1
"769","Pyrus bourgaeana",38.978782638358,-4.33119477082404,1
"770","Pyrus bourgaeana",38.4887755361689,-4.14118288941391,1
"771","Pyrus bourgaeana",38.5287826885858,-3.52117191860032,1
"772","Pyrus bourgaeana",38.4787781521232,-3.87117766641652,1
"773","Pyrus bourgaeana",38.4887785424999,-3.85117745868674,1
"774","Pyrus bourgaeana",39.2487938197998,-3.75118850379286,1
"775","Pyrus bourgaeana",39.3387990934045,-3.41118360170115,1
"779","Pyrus bourgaeana",38.4287789939992,-3.70117363786151,1
"780","Pyrus bourgaeana",38.4987800708311,-3.72117518390747,1
"782","Pyrus bourgaeana",38.7487825143219,-3.9311833429774,1
"783","Pyrus bourgaeana",38.528775645578,-4.20118468331964,1
"784","Pyrus bourgaeana",39.5087877626582,-4.80121279265413,1
"785","Pyrus bourgaeana",38.7387827440943,-3.89118242169257,1
"787","Pyrus bourgaeana",39.0687855891968,-4.2111940702372,1
"788","Pyrus bourgaeana",38.6087722130183,-4.6711947860001,1
"789","Pyrus bourgaeana",40.5787896351178,-6.58126525770392,1
"790","Pyrus bourgaeana",40.6687927604333,-6.46126474940855,1
"791","Pyrus bourgaeana",40.3987860368535,-6.5812618828548,1
"792","Pyrus bourgaeana",40.4887979486679,-5.65124639006687,1
"793","Pyrus bourgaeana",41.3888160314883,-5.69126418646692,1
"794","Pyrus bourgaeana",42.0188189372162,-6.64129434734582,1
"795","Pyrus bourgaeana",41.8688223771568,-6.0412801450963,1
"796","Pyrus bourgaeana",41.8688225984027,-6.02127976970516,1
"797","Pyrus bourgaeana",41.8588224943479,-6.01127938404236,1
"798","Pyrus bourgaeana",41.8488217267834,-6.06128012440162,1
"803","Pyrus bourgaeana",41.2988060130626,-6.43127624777844,1
"804","Pyrus bourgaeana",41.8288238388943,-5.83127540760315,1
"805","Pyrus bourgaeana",41.748814381686,-6.53128692092879,1
"806","Pyrus bourgaeana",41.588815634086,-6.11127594322038,1
"807","Pyrus bourgaeana",36.230917,-5.590379,1
"808","Pyrus bourgaeana",39.54,-6.55,1
"809","Pyrus bourgaeana",39.46,-4.85,1
"810","Pyrus bourgaeana",39.37,-5.08,1
"811","Pyrus bourgaeana",40.18,-5.11,1
"812","Pyrus bourgaeana",36.47,-5.67,1
"813","Pyrus bourgaeana",36.2,-5.66,1
"814","Pyrus bourgaeana",37.2,-6.52,1
"815","Pyrus bourgaeana",37.47,-6.62,1
"816","Pyrus bourgaeana",37.48,-7.07,1
"817","Pyrus bourgaeana",37.38,-6.62,1
"818","Pyrus bourgaeana",39.65,-2.06,1
"819","Pyrus bourgaeana",40,-4.75,1
"822","Pyrus bourgaeana",39.89,-5.92,1
"824","Pyrus bourgaeana",38.3,-8.19,1
"825","Pyrus bourgaeana",39.38,-8.88,1
"828","Pyrus bourgaeana",38.66,-9,1
"829","Pyrus bourgaeana",38.57,-8.19,1
"831","Pyrus bourgaeana",37.22,-8.66,1
"832","Pyrus bourgaeana",38.3,-4.37,1
"833","Pyrus bourgaeana",38.11,-4.36,1
"834","Pyrus bourgaeana",38.02,-4.36,1
"837","Pyrus bourgaeana",38.03,-4.25,1
"843","Pyrus bourgaeana",37.93,-4.36,1
"845","Pyrus bourgaeana",38.3,-3.68,1
"846","Pyrus bourgaeana",38.56,-4.6,1
"847","Pyrus bourgaeana",38.12,-3.34,1
"849","Pyrus bourgaeana",38.21,-3.22,1
"851","Pyrus bourgaeana",38.03,-3.91,1
"852","Pyrus bourgaeana",37.93,-4.47,1
"854","Pyrus bourgaeana",37.46,-6.39,1
"855","Pyrus bourgaeana",37.11,-6.52,1
"856","Pyrus bourgaeana",36.47,-5.56,1
"857","Pyrus bourgaeana",36.57,-5.34,1
"858","Pyrus bourgaeana",38.12,-4.02,1
"859","Pyrus bourgaeana",38.21,-4.25,1
"863","Pyrus bourgaeana",38.03,-4.13,1
"865","Pyrus bourgaeana",39.09,-5.31,1
"866","Pyrus bourgaeana",37.11,-6.63,1
"867","Pyrus bourgaeana",39.45,-6.44,1
"870","Pyrus bourgaeana",39.62,-5.67,1
"872","Pyrus bourgaeana",40.17,-6.53,1
"873","Pyrus bourgaeana",40.08,-6.77,1
"874","Pyrus bourgaeana",40.25,-6.17,1
"875","Pyrus bourgaeana",40.16,-6.29,1
"876","Pyrus bourgaeana",40.17,-6.41,1
"877","Pyrus bourgaeana",40.08,-6.53,1
"880","Pyrus bourgaeana",39.8,-6.31,1
"881","Pyrus bourgaeana",39.8,-5.92,1
"882","Pyrus bourgaeana",39.71,-5.91,1
"883","Pyrus bourgaeana",39.8,-6.07,1
"885","Pyrus bourgaeana",38.3,-8.54,1
"889","Pyrus bourgaeana",36.94,-4.57,1
"890","Pyrus bourgaeana",38.21,-2.65,1
"891","Pyrus bourgaeana",39.45,-5.44,1
"892","Pyrus bourgaeana",39.27,-5.55,1
"894","Pyrus bourgaeana",39.36,-5.55,1
"896","Pyrus bourgaeana",38.3,-4.14,1
"898","Pyrus bourgaeana",37.48,-7.52,1
"900","Pyrus bourgaeana",37.82,-6.38,1
"901","Pyrus bourgaeana",37.57,-7.18,1
"902","Pyrus bourgaeana",37.75,-7.18,1
"904","Pyrus bourgaeana",37.39,-7.53,1
"906","Pyrus bourgaeana",39.98,-5.92,1
"911","Pyrus bourgaeana",38.2,-4.37,1
"919","Pyrus bourgaeana",37.56,-6.62,1
"921","Pyrus bourgaeana",40.09,-4.75,1
"926","Pyrus bourgaeana",38.3,-3.91,1
"928","Pyrus bourgaeana",38.39,-4.37,1
"930","Pyrus bourgaeana",36.28,-5.89,1
"931","Pyrus bourgaeana",37.92,-5.16,1
"932","Pyrus bourgaeana",36.57,-5.45,1
"940","Pyrus bourgaeana",39.63,-5.56,1
"945","Pyrus bourgaeana",41.51,-6.12,1
"946","Pyrus bourgaeana",41.51,-6.24,1
"949","Pyrus bourgaeana",39.8,-6.19,1
"950","Pyrus bourgaeana",38.21,-3.79,1
"954","Pyrus bourgaeana",38.3,-8.77,1
"955","Pyrus bourgaeana",37.22,-8.21,1
"958","Pyrus bourgaeana",38.48,-8.08,1
"960","Pyrus bourgaeana",37.48,-7.19,1
"961","Pyrus bourgaeana",37.83,-6.61,1
"963","Pyrus bourgaeana",37.83,-6.72,1
"964","Pyrus bourgaeana",39.57,-7.37,1
"965","Pyrus bourgaeana",38.950001,-6.01,1
"966","Pyrus bourgaeana",39.720001,-6.42,1
"967","Pyrus bourgaeana",41.939999,-6.53,1
"968","Pyrus bourgaeana",38.2487670247359,-4.5411863105412,1
"969","Pyrus bourgaeana",38.438772753011,-4.32118540718479,1
"970","Pyrus bourgaeana",39.4187835975879,-5.03121549113281,1
"971","Pyrus bourgaeana",39.1587908500826,-3.87118922005979,1
"972","Pyrus bourgaeana",39.3387881990712,-4.45120325669296,1
"973","Pyrus bourgaeana",40.7788259693752,-3.59121271952662,1
"974","Pyrus bourgaeana",40.2688100387383,-4.11121337319291,1
"975","Pyrus bourgaeana",40.5188161629272,-4.01121601368258,1
"976","Pyrus bourgaeana",39.4287936083618,-4.10119824592998,1
"978","Pyrus bourgaeana",38.5187730690275,-4.43118880241619,1
"979","Pyrus bourgaeana",38.4387739996263,-4.20118317002158,1
"980","Pyrus bourgaeana",38.4287714268628,-4.43118728613414,1
"981","Pyrus bourgaeana",38.5187706700767,-4.66119307488206,1
"982","Pyrus bourgaeana",38.698771457954,-4.90120058127723,1
"985","Pyrus bourgaeana",38.5287779297276,-3.9811805678058,1
"987","Pyrus bourgaeana",38.6187783398922,-4.10118433167697,1
"988","Pyrus bourgaeana",38.598778906262,-4.01118230837672,1
"989","Pyrus bourgaeana",38.6187781319507,-4.12118470601953,1
"993","Pyrus bourgaeana",38.3487711167775,-4.32118389762076,1
"996","Pyrus bourgaeana",38.6987751240993,-4.55119408675531,1
"1000","Pyrus bourgaeana",38.4387775232431,-3.86117680930727,1
"1003","Pyrus bourgaeana",38.6787852572135,-3.54117481295758,1
"1004","Pyrus bourgaeana",37.4487227192439,-7.44122531464959,1
"1005","Pyrus bourgaeana",37.4687230546752,-7.44122564717019,1
"1006","Pyrus bourgaeana",37.5287288130515,-6.99121870762888,1
"1007","Pyrus bourgaeana",37.8887391948141,-6.59121760253177,1
"1008","Pyrus bourgaeana",37.518727168588,-7.1312210176125,1
"1009","Pyrus bourgaeana",37.5787284998296,-7.10122148578226,1
"1010","Pyrus bourgaeana",37.9287405223193,-6.53121720118651,1
"1011","Pyrus bourgaeana",37.848741660547,-6.29121155582166,1
"1012","Pyrus bourgaeana",38.0087426557246,-6.46121729366348,1
"1013","Pyrus bourgaeana",37.5187234719883,-7.48122718239589,1
"1014","Pyrus bourgaeana",37.7887313399332,-7.17122623867427,1
"1015","Pyrus bourgaeana",37.5887283527084,-7.13122218280677,1
"1016","Pyrus bourgaeana",37.57872839431,-7.11122166259865,1
"1017","Pyrus bourgaeana",36.4487288390753,-5.27117055447535,1
"1018","Pyrus bourgaeana",39.4887816417053,-5.34122248185677,1
"1019","Pyrus bourgaeana",36.7087339732887,-5.1811730138427,1
"1020","Pyrus bourgaeana",39.3587777774968,-5.47122258339732,1
"1021","Pyrus bourgaeana",39.3487775875539,-5.47122240674881,1
"1022","Pyrus bourgaeana",39.3887789868672,-5.41122200559607,1
"1023","Pyrus bourgaeana",37.5387283499534,-7.05121993577546,1
"1024","Pyrus bourgaeana",39.6788208503558,-1.95116131246152,1
"1025","Pyrus bourgaeana",39.6788207474548,-1.96116150766628,1
"1026","Pyrus bourgaeana",39.6888210483647,-1.95116148482995,1
"1027","Pyrus bourgaeana",37.4087307798697,-6.61120997638024,1
"1029","Pyrus bourgaeana",37.5387333984442,-6.57121140992796,1
"1030","Pyrus bourgaeana",37.8087382323433,-6.55121554615052,1
"1031","Pyrus bourgaeana",37.4087306750757,-6.62121015437541,1
"1032","Pyrus bourgaeana",37.6187350756948,-6.54121220070822,1
"1033","Pyrus bourgaeana",37.5887345640096,-6.54121170298833,1
"1034","Pyrus bourgaeana",37.0587275494107,-6.36119980771623,1
"1036","Pyrus bourgaeana",38.3287600070278,-5.35120257697937,1
"1037","Pyrus bourgaeana",38.258769592459,-4.31118220768619,1
"1047","Pyrus bourgaeana",38.1687679725429,-4.31118070943361,1
"1049","Pyrus bourgaeana",38.4287677784506,-4.78119377626942,1
"1050","Pyrus bourgaeana",38.3387650009898,-4.89119429104536,1
"1051","Pyrus bourgaeana",38.4287701774509,-4.55118951525606,1
"1053","Pyrus bourgaeana",36.0687204683723,-5.50116878609961,1
"1054","Pyrus bourgaeana",39.6088200837422,-1.89115893691833,1
"1055","Pyrus bourgaeana",40.1388024363709,-4.58121992432015,1
"1056","Pyrus bourgaeana",40.5988166236802,-4.1212195797104,1
"1057","Pyrus bourgaeana",40.5088197826917,-3.65120893501,1
"1058","Pyrus bourgaeana",37.9587444165198,-6.21121196004362,1
"1060","Pyrus bourgaeana",37.728735275247,-6.70121688647786,1
"1061","Pyrus bourgaeana",37.6087351150559,-6.52121167763891,1
"1063","Pyrus bourgaeana",37.4187308435809,-6.62121031910513,1
"1068","Pyrus bourgaeana",37.5687342233956,-6.54121137151815,1
"1072","Pyrus bourgaeana",37.5787343936517,-6.54121153721896,1
"1074","Pyrus bourgaeana",39.9842,-6.1906,1
"1075","Pyrus bourgaeana",41.023325,-3.564992,1
"1076","Pyrus bourgaeana",38.975,-4.2942,1
"1077","Pyrus bourgaeana",39.57,-4.2586,1
"1078","Pyrus bourgaeana",39.5736,-3.8745,1
"1081","Pyrus bourgaeana",37.215158,-7.44112,1
"1083","Pyrus bourgaeana",37.406367,-7.534808,1
"1084","Pyrus bourgaeana",37.36508,-7.64377,1
"1086","Pyrus bourgaeana",38.756558,-8.133694,1
"1087","Pyrus bourgaeana",38.172299,-7.076518,1
"1088","Pyrus bourgaeana",37.153927,-7.842614,1
"1089","Pyrus bourgaeana",38.721771,-9.194623,1
"1090","Pyrus bourgaeana",37.21518,-7.441107,1
"1092","Pyrus bourgaeana",37.696587,-8.05322,1
"1093","Pyrus bourgaeana",37.216212,-7.438147,1
"1094","Pyrus bourgaeana",37.216228,-7.43822,1
"1096","Pyrus bourgaeana",38.295595,-8.183672,1
"1097","Pyrus bourgaeana",37.206944,-8.006667,1
"1099","Pyrus bourgaeana",37.040248,-7.971676,1
"1101","Pyrus bourgaeana",37.185052,-8.041623,1
"1103","Pyrus bourgaeana",37.80088,-7.35297,1
"1104","Pyrus bourgaeana",38.53227,-8.4837,1
"1105","Pyrus bourgaeana",38.44159,-8.36976,1
"1106","Pyrus bourgaeana",37.36009,-8.37892,1
"1107","Pyrus bourgaeana",38.26068,-8.25703,1
"1108","Pyrus bourgaeana",38.88635,-7.67407,1
"1109","Pyrus bourgaeana",37.53807,-8.03788,1
"1110","Pyrus bourgaeana",37.62819,-8.03672,1
"1112","Pyrus bourgaeana",37.26931,-8.26688,1
"1113","Pyrus bourgaeana",39.1642,-9.05788,1
"1114","Pyrus bourgaeana",40.4951,-6.81694,1
"1115","Pyrus bourgaeana",38.53024,-8.13953,1
"1116","Pyrus bourgaeana",39.96095,-7.18524,1
"1117","Pyrus bourgaeana",38.44092,-8.25518,1
"1118","Pyrus bourgaeana",38.79864,-7.90601,1
"1119","Pyrus bourgaeana",38.0695,-7.23297,1
"1120","Pyrus bourgaeana",37.45152,-8.71735,1
"1121","Pyrus bourgaeana",37.54133,-8.60381,1
"1122","Pyrus bourgaeana",38.80341,-8.71208,1
"1124","Pyrus bourgaeana",38.08211,-8.60091,1
"1125","Pyrus bourgaeana",38.17223,-8.60042,1
"1128","Pyrus bourgaeana",38.19,-7.53,1
"1129","Pyrus bourgaeana",38.2,-7.4,1
"1130","Pyrus bourgaeana",38.71046,-8.13738,1
"1138","Pyrus bourgaeana",38.15592,-7.00263,1
"1139","Pyrus bourgaeana",38.80204,-8.3666,1
"1140","Pyrus bourgaeana",38.80136,-8.25144,1
"1141","Pyrus bourgaeana",37.17982,-8.3804,1
"1145","Pyrus bourgaeana",38.71295,-9.40257,1
"1147","Pyrus bourgaeana",38.44327,-9.0573,1
"1151","Pyrus bourgaeana",37.138902,-7.908841,1
