Pb,lon,lat
1,-4.89119429104536,38.3387650009898
1,-1.89115893691833,39.6088200837422
1,-4.58121992432015,40.1388024363709
1,-4.1212195797104,40.5988166236802
1,-3.65120893501,40.5088197826917
1,-6.1906,39.9842
1,-3.564992,41.023325
1,-4.2942,38.975
1,-4.2586,39.57
1,-3.8745,39.5736
1,-7.44112,37.215158
1,-7.64377,37.36508
1,-8.133694,38.756558
1,-8.05322,37.696587
1,-7.35297,37.80088
1,-8.36976,38.44159
1,-8.25703,38.26068
1,-7.67407,38.88635
1,-9.05788,39.1642
1,-7.90601,38.79864
1,-7.23297,38.0695
1,-8.71735,37.45152
1,-8.60381,37.54133
1,-8.71208,38.80341
1,-8.60091,38.08211
1,-8.60042,38.17223
1,-7.53,38.19
1,-7.4,38.2
1,-8.3666,38.80204
1,-8.3804,37.17982
1,-9.0573,38.44327
1,-7.68724,38.16557
1,-8.15106,37.53894
1,-7.38933,41.22513
1,-8.25238,38.71125
1,-8.37054,38.35147
1,-6.78708,41.39527
1,-7.03159,41.21957
1,-6.90081,41.57753
1,-8.37966,37.26995
1,-8.266,37.35944
1,-7.92856,37.26673
1,-7.26,37.95
1,-7.68562,38.25567
1,-8.83081,37.27146
1,-8.59893,38.4426
1,-8.59843,38.53272
1,-8.59793,38.62283
1,-8.14167,38.35002
1,-8.49184,37.36063
1,-7.69045,37.98536
1,-8.14693,37.89943
1,-7.0589,38.1783
1,-7.59029,37.26318
1,-8.02482,38.52934
1,-7.2308,38.15958
1,-7.56,38.71
1,-9.51759,38.7125
1,-7.15588,41.04148
1,-7.5744,37.6072
1,-7.33874,38.43151
1,-8.04018,37.35782
1,-7.92983,37.1766
1,-7.70458,37.17435
1,-8.83121,37.09117
1,-7.3408,38.34142
1,-8.57264,37.28694
1,-7.46278,37.98261
1,-8.77175,38.57633
1,-7.54659,37.15748
1,-7.81688,37.02371
1,-8.69388,38.01761
1,-8.0445,37.24118
1,-7.42093,38.98462
1,-8.15706,38.94846
1,-9.26433,38.77665
1,-7.24189,40.02569
1,-7.37481,40.20175
1,-7.2397,40.11941
1,-7.91844,37.44064
1,-9.21641,38.42094
1,-9.21095,39.36349
1,-8.03449,37.54891
1,-7.79866,39.20819
1,-8.48577,37.14521
1,-9.37261,38.71413
1,-7.55965,40.16204
1,-6.83264,40.52354
1,-8.87083,38.93742
1,-8.52484,38.95973
1,-8.05697,39.586
1,-7.68614,39.85066
1,-9.207,38.88965
1,-7.60514,38.32483
1,-8.93474,39.03674
1,-8,37.1
1,-7.3,38.7
1,-8.10131611569026,41.7687972333432
1,-7.19234,39.69078
1,-8.25125951403693,38.618734295858
1,-7.91125354751518,38.6187379693734
1,-8.031252510966,38.4387334747365
1,-8.14125600981368,38.5287338832604
1,-8.02125706379569,38.7087383943529
